customer_id,customer_name,year,month,num_orders
Gm-14440,Gary Mcgarr,2014,3,1
Gm-14440,Gary Mcgarr,2014,12,1
Gm-14440,Gary Mcgarr,2017,3,1
Gm-14440,Gary Mcgarr,2017,4,1
Gm-14440,Gary Mcgarr,2017,10,1
Gm-14455,Gary Mitchum,2014,12,1
Gm-14455,Gary Mitchum,2016,4,1
Gm-14455,Gary Mitchum,2017,12,1
Gm-14500,Gene Mcclure,2016,5,1
Gm-14500,Gene Mcclure,2017,7,1
Gm-14680,Greg Matthias,2014,5,1
Gm-14680,Greg Matthias,2014,8,1
Gm-14680,Greg Matthias,2016,9,1
Gm-14680,Greg Matthias,2016,10,1
Gm-14695,Greg Maxwell,2017,9,1
Gr-14560,Georgia Rosenberg,2014,11,1
Gt-14635,Grant Thornton,2014,6,1
Gt-14710,Greg Tran,2014,11,1
Gt-14710,Greg Tran,2015,4,1
Gt-14710,Greg Tran,2016,2,1
Gt-14710,Greg Tran,2017,5,1
Gt-14755,Guy Thornton,2015,2,1
Gw-14605,Giulietta Weimer,2014,3,1
Gw-14605,Giulietta Weimer,2016,2,1
Gz-14470,Gary Zandusky,2014,8,1
Gz-14470,Gary Zandusky,2015,11,1
Gz-14470,Gary Zandusky,2015,12,1
Gz-14470,Gary Zandusky,2016,3,1
Gz-14545,George Zrebassa,2017,7,1
Ha-14905,Helen Abelman,2015,11,1
Ha-14905,Helen Abelman,2015,12,1
Ha-14905,Helen Abelman,2017,10,1
Ha-14920,Helen Andreada,2014,10,1
Ha-14920,Helen Andreada,2015,7,1
Ha-14920,Helen Andreada,2016,10,1
He-14800,Harold Engle,2016,12,1
He-14800,Harold Engle,2017,7,1
He-14800,Harold Engle,2017,12,1
Hf-14995,Herbert Flentye,2014,5,1
Hf-14995,Herbert Flentye,2016,4,1
Hf-14995,Herbert Flentye,2016,5,1
Hf-14995,Herbert Flentye,2016,9,1
Hf-14995,Herbert Flentye,2016,11,1
Hg-14845,Harry Greene,2014,4,1
Hg-14845,Harry Greene,2017,10,1
Hg-14965,Henry Goldwyn,2016,12,1
Hg-15025,Hunter Glantz,2017,12,1
Hh-15010,Hilary Holden,2017,10,1
Hj-14875,Heather Jas,2016,9,1
Hk-14890,Heather Kirkland,2015,10,1
Hk-14890,Heather Kirkland,2015,11,1
Hk-14890,Heather Kirkland,2016,10,1
Hk-14890,Heather Kirkland,2017,6,1
Hl-15040,Hunter Lopez,2014,1,1
Hl-15040,Hunter Lopez,2014,5,1
Hm-14860,Harry Marie,2014,7,1
Hm-14860,Harry Marie,2015,12,2
Hm-14860,Harry Marie,2016,5,1
Hm-14860,Harry Marie,2016,9,1
Hm-14860,Harry Marie,2017,4,1
Hm-14860,Harry Marie,2017,12,1
Hm-14980,Henry Macallister,2017,4,1
Hp-14815,Harold Pawlan,2014,11,1
Hp-14815,Harold Pawlan,2017,11,1
Hr-14770,Hallie Redmond,2015,8,1
Hr-14770,Hallie Redmond,2017,1,1
Hr-14830,Harold Ryan,2015,12,2
Hr-14830,Harold Ryan,2017,3,1
Hw-14935,Helen Wasserman,2016,10,1
Hw-14935,Helen Wasserman,2017,2,1
Hw-14935,Helen Wasserman,2017,6,1
Hw-14935,Helen Wasserman,2017,9,1
Hz-14950,Henia Zydlo,2016,3,1
Hz-14950,Henia Zydlo,2017,5,1
Hz-14950,Henia Zydlo,2017,11,1
Il-15100,Ivan Liston,2015,2,1
Il-15100,Ivan Liston,2017,8,1
Im-15055,Ionia Mcgrath,2016,9,1
Im-15070,Irene Maddox,2014,12,1
Im-15070,Irene Maddox,2015,12,1
Ja-15970,Joseph Airdo,2014,11,1
Ja-15970,Joseph Airdo,2017,9,1
Jb-15400,Jennifer Braxton,2017,11,1
Jb-15925,Joni Blumstein,2015,12,1
Jb-16000,Joy Bell-,2016,1,1
Jb-16000,Joy Bell-,2017,11,1
Jb-16045,Julia Barnett,2015,5,1
Jb-16045,Julia Barnett,2016,5,1
Jb-16045,Julia Barnett,2017,12,1
Jc-15340,Jasper Cacioppo,2017,9,1
Jc-15385,Jenna Caffey,2017,7,1
Jc-15775,John Castell,2014,9,1
Jc-15775,John Castell,2015,10,1
Jc-15775,John Castell,2017,6,1
Jc-15775,John Castell,2017,7,1
Jc-16105,Julie Creighton,2014,12,1
Jc-16105,Julie Creighton,2017,10,1
Jd-15790,John Dryer,2016,2,1
Jd-15895,Jonathan Doherty,2016,1,1
Jd-15895,Jonathan Doherty,2016,7,1
Jd-15895,Jonathan Doherty,2016,9,1
Jd-15895,Jonathan Doherty,2016,10,1
Jd-16060,Julia Dunbar,2015,3,1
Jd-16150,Justin Deggeller,2014,11,1
Jd-16150,Justin Deggeller,2015,3,1
Jd-16150,Justin Deggeller,2015,12,1
Jd-16150,Justin Deggeller,2016,9,1
Jd-16150,Justin Deggeller,2016,12,1
Jd-16150,Justin Deggeller,2017,3,1
Je-15475,Jeremy Ellison,2015,3,1
Je-15475,Jeremy Ellison,2016,10,1
Je-15475,Jeremy Ellison,2016,12,1
Je-15610,Jim Epp,2015,6,1
Je-15610,Jim Epp,2017,11,1
Je-15715,Joe Elijah,2016,7,1
Je-15715,Joe Elijah,2016,9,1
Je-15715,Joe Elijah,2016,12,2
Je-15715,Joe Elijah,2017,6,1
Je-15745,Joel Eaton,2014,11,1
Je-15745,Joel Eaton,2015,4,1
Je-15745,Joel Eaton,2015,10,1
Je-15745,Joel Eaton,2015,11,1
Je-15745,Joel Eaton,2016,12,1
Je-15745,Joel Eaton,2017,4,1
Je-15745,Joel Eaton,2017,6,1
Je-15745,Joel Eaton,2017,11,1
Je-16165,Justin Ellison,2016,12,1
Je-16165,Justin Ellison,2017,12,1
Jf-15190,Jamie Frazer,2017,4,1
Jf-15295,Jason Fortune-,2016,4,1
Jf-15295,Jason Fortune-,2017,5,1
Jf-15355,Jay Fein,2015,10,1
Jf-15355,Jay Fein,2017,4,1
Jf-15415,Jennifer Ferguson,2017,9,1
Jf-15490,Jeremy Farry,2014,12,1
Jf-15490,Jeremy Farry,2015,10,1
Jf-15490,Jeremy Farry,2015,11,1
Jf-15565,Jill Fjeld,2015,6,1
Jf-15565,Jill Fjeld,2016,2,1
Jf-15565,Jill Fjeld,2017,11,1
Jg-15115,Jack Garza,2015,12,1
Jg-15160,James Galang,2015,5,1
Jg-15160,James Galang,2016,12,1
Jg-15160,James Galang,2017,5,1
Jg-15160,James Galang,2017,12,1
Jg-15310,Jason Gross,2016,3,1
Jg-15310,Jason Gross,2016,5,1
Jg-15310,Jason Gross,2017,12,2
Jg-15805,John Grady,2017,5,1
Jh-15430,Jennifer Halladay,2017,12,1
Jh-15820,John Huston,2015,11,1
Jh-15910,Jonathan Howell,2015,9,1
Jh-15910,Jonathan Howell,2017,11,1
Jh-15985,Joseph Holt,2015,1,1
Jh-16180,Justin Hirsh,2015,11,1
Jh-16180,Justin Hirsh,2016,11,1
Jk-15205,Jamie Kunitz,2015,11,1
Jk-15205,Jamie Kunitz,2017,10,1
Jk-15370,Jay Kimmel,2015,4,1
Jk-15370,Jay Kimmel,2016,8,1
Jk-15625,Jim Karlsson,2014,12,1
Jk-15625,Jim Karlsson,2015,12,1
Jk-15625,Jim Karlsson,2017,10,1
Jk-15730,Joe Kamberova,2014,11,1
Jk-15730,Joe Kamberova,2014,12,1
Jk-15730,Joe Kamberova,2017,9,1
Jk-16090,Juliana Krohn,2015,4,1
Jk-16090,Juliana Krohn,2017,10,1
Jk-16120,Julie Kriz,2015,10,1
Jk-16120,Julie Kriz,2016,9,1
Jk-16120,Julie Kriz,2016,11,1
Jk-16120,Julie Kriz,2017,2,1
Jk-16120,Julie Kriz,2017,5,1
Jl-15130,Jack Lebron,2017,12,1
Jl-15175,James Lanier,2017,12,1
Jl-15235,Janet Lee,2014,5,1
Jl-15235,Janet Lee,2015,11,1
Jl-15235,Janet Lee,2017,9,1
Jl-15505,Jeremy Lonsdale,2016,4,1
Jl-15505,Jeremy Lonsdale,2017,8,1
Jl-15835,John Lee,2014,7,1
Jl-15835,John Lee,2015,12,1
Jl-15835,John Lee,2017,2,1
Jl-15835,John Lee,2017,7,1
Jl-15850,John Lucas,2015,3,1
Jm-15250,Janet Martin,2016,3,1
Jm-15250,Janet Martin,2017,1,1
Jm-15250,Janet Martin,2017,4,1
Jm-15250,Janet Martin,2017,8,1
Jm-15250,Janet Martin,2017,10,1
Jm-15265,Janet Molinari,2014,8,1
Jm-15265,Janet Molinari,2015,5,1
Jm-15265,Janet Molinari,2016,11,1
Jm-15265,Janet Molinari,2017,11,1
Jm-15535,Jessica Myrick,2015,7,1
Jm-15535,Jessica Myrick,2016,4,1
Jm-15535,Jessica Myrick,2016,12,1
Jm-15535,Jessica Myrick,2017,9,1
Jm-15655,Jim Mitchum,2017,10,1
Jm-15865,John Murray,2015,11,1
Jm-15865,John Murray,2016,12,1
Jm-16195,Justin Mackendrick,2014,9,1
Jm-16195,Justin Mackendrick,2016,11,1
Jm-16195,Justin Mackendrick,2017,8,1
Jm-16195,Justin Mackendrick,2017,9,1
Jo-15145,Jack O'Briant,2014,11,1
Jo-15145,Jack O'Briant,2016,1,1
Jo-15145,Jack O'Briant,2017,1,1
Jo-15145,Jack O'Briant,2017,10,1
Jo-15280,Jas O'Carroll,2014,12,1
Jo-15280,Jas O'Carroll,2015,11,1
Jp-15460,Jennifer Patt,2014,8,1
Jp-15460,Jennifer Patt,2017,11,1
Jp-15520,Jeremy Pistek,2014,11,1
Jp-15520,Jeremy Pistek,2017,12,1
Jp-16135,Julie Prescott,2016,3,1
Jp-16135,Julie Prescott,2016,11,1
Jr-15670,Jim Radford,2015,12,1
Jr-16210,Justin Ritter,2017,9,1
Js-15595,Jill Stevenson,2014,3,1
Js-15685,Jim Sink,2016,6,1
Js-15880,John Stevenson,2014,4,1
Js-15880,John Stevenson,2015,12,1
Js-15880,John Stevenson,2016,3,1
Js-15940,Joni Sundaresam,2014,9,1
Js-15940,Joni Sundaresam,2015,1,1
Js-15940,Joni Sundaresam,2016,9,1
Js-16030,Joy Smith,2016,7,1
Js-16030,Joy Smith,2017,2,1
Js-16030,Joy Smith,2017,12,1
Jw-15220,Jane Waco,2015,4,1
Jw-15220,Jane Waco,2016,9,1
Jw-15220,Jane Waco,2017,10,2
Jw-15955,Joni Wasserman,2015,8,1
Jw-15955,Joni Wasserman,2017,4,1
Jw-15955,Joni Wasserman,2017,7,1
Jw-15955,Joni Wasserman,2017,10,1
Jw-15955,Joni Wasserman,2017,12,1
Ka-16525,Kelly Andreada,2017,11,2
Kb-16240,Karen Bern,2015,11,1
Kb-16240,Karen Bern,2016,2,1
Kb-16240,Karen Bern,2017,9,1
Kb-16315,Karl Braun,2014,8,1
Kb-16315,Karl Braun,2014,12,1
Kb-16315,Karl Braun,2015,1,1
Kb-16405,Katrina Bavinger,2015,11,1
Kb-16405,Katrina Bavinger,2017,9,1
Kb-16585,Ken Black,2014,12,1
Kb-16585,Ken Black,2016,1,1
Kb-16600,Ken Brennan,2017,12,1
Kc-16540,Kelly Collister,2017,9,1
Kc-16675,Kimberly Carter,2016,5,1
Kc-16675,Kimberly Carter,2017,11,1
Kd-16270,Karen Daniels,2016,3,1
Kd-16270,Karen Daniels,2016,9,1
Kd-16345,Katherine Ducich,2015,12,1
Kd-16495,Keith Dawkins,2015,11,1
Kd-16495,Keith Dawkins,2015,12,2
Kd-16495,Keith Dawkins,2016,9,1
Kd-16495,Keith Dawkins,2016,12,1
Kd-16615,Ken Dana,2015,9,1
Kd-16615,Ken Dana,2016,4,1
Ke-16420,Katrina Edelman,2014,6,1
Ke-16420,Katrina Edelman,2017,11,1
Ke-16420,Katrina Edelman,2017,12,1
Kf-16285,Karen Ferguson,2014,9,1
Kf-16285,Karen Ferguson,2017,9,1
Kh-16330,Katharine Harms,2016,6,1
Kh-16330,Katharine Harms,2016,7,1
Kh-16330,Katharine Harms,2017,6,1
Kh-16330,Katharine Harms,2017,11,1
Kh-16360,Katherine Hughes,2014,5,1
Kh-16360,Katherine Hughes,2017,4,1
Kh-16360,Katherine Hughes,2017,12,1
Kh-16510,Keith Herrera,2015,6,1
Kh-16510,Keith Herrera,2015,11,1
Kh-16510,Keith Herrera,2017,12,1
Kl-16555,Kelly Lampkin,2014,6,1
Kl-16555,Kelly Lampkin,2014,12,1
Kl-16555,Kelly Lampkin,2016,9,1
Kl-16555,Kelly Lampkin,2016,11,1
Kl-16555,Kelly Lampkin,2017,11,1
Kl-16645,Ken Lonsdale,2014,7,1
Kl-16645,Ken Lonsdale,2015,11,1
Kl-16645,Ken Lonsdale,2016,6,1
Kl-16645,Ken Lonsdale,2016,7,1
Km-16225,Kalyca Meade,2015,7,1
Km-16225,Kalyca Meade,2015,12,1
Km-16225,Kalyca Meade,2016,11,1
Km-16375,Katherine Murray,2014,7,1
Km-16375,Katherine Murray,2014,12,1
Km-16375,Katherine Murray,2017,2,1
Km-16660,Khloe Miller,2016,8,1
Km-16720,Kunst Miller,2014,4,1
Km-16720,Kunst Miller,2014,7,1
Km-16720,Kunst Miller,2015,11,1
Kn-16390,Katherine Nockton,2015,8,1
Kn-16390,Katherine Nockton,2015,10,1
Kn-16390,Katherine Nockton,2017,6,1
Kn-16390,Katherine Nockton,2017,11,1
Kn-16450,Kean Nguyen,2014,4,1
Kn-16450,Kean Nguyen,2017,11,1
Kn-16705,Kristina Nunn,2017,8,1
Kt-16465,Kean Takahito,2014,9,2
Kt-16465,Kean Takahito,2016,3,1
Kt-16465,Kean Takahito,2016,4,1
Kt-16480,Kean Thornton,2014,5,1
Kt-16480,Kean Thornton,2016,9,1
Kt-16480,Kean Thornton,2017,5,1
Kw-16435,Katrina Willman,2016,10,1
Kw-16435,Katrina Willman,2017,9,1
Kw-16570,Kelly Williams,2015,8,1
Kw-16570,Kelly Williams,2015,11,1
La-16780,Laura Armstrong,2014,4,1
La-16780,Laura Armstrong,2014,7,1
La-16780,Laura Armstrong,2015,5,1
La-16780,Laura Armstrong,2016,5,1
La-16780,Laura Armstrong,2016,9,1
La-16780,Laura Armstrong,2016,11,1
La-16780,Laura Armstrong,2016,12,1
Lb-16735,Larry Blacks,2017,4,1
Lb-16795,Laurel Beltran,2014,4,1
Lb-16795,Laurel Beltran,2016,12,1
Lb-16795,Laurel Beltran,2017,5,1
Lc-16870,Lena Cacioppo,2015,11,1
Lc-16870,Lena Cacioppo,2016,3,1
Lc-16870,Lena Cacioppo,2017,3,1
Lc-16870,Lena Cacioppo,2017,12,1
Lc-16885,Lena Creighton,2015,11,2
Lc-16885,Lena Creighton,2016,6,1
Lc-16885,Lena Creighton,2016,10,1
Lc-16885,Lena Creighton,2017,6,1
Lc-16885,Lena Creighton,2017,11,1
Lc-16885,Lena Creighton,2017,12,1
Lc-16930,Linda Cazamias,2014,2,1
Lc-16930,Linda Cazamias,2016,8,1
Lc-16930,Linda Cazamias,2017,11,1
Lc-16960,Lindsay Castell,2015,12,1
Lc-16960,Lindsay Castell,2016,10,1
Lc-17050,Liz Carlisle,2014,1,1
Lc-17050,Liz Carlisle,2016,2,1
Lc-17050,Liz Carlisle,2017,9,1
Lc-17050,Liz Carlisle,2017,11,1
Lc-17140,Logan Currie,2014,9,1
Lc-17140,Logan Currie,2016,6,1
Lc-17140,Logan Currie,2016,12,1
Lc-17140,Logan Currie,2017,9,2
Ld-17005,Lisa Decherney,2014,9,1
Ld-17005,Lisa Decherney,2016,5,1
Le-16810,Laurel Elliston,2014,12,1
Le-16810,Laurel Elliston,2016,5,1
Le-16810,Laurel Elliston,2017,5,1
Lf-17185,Luke Foster,2014,7,1
Lf-17185,Luke Foster,2014,12,1
Lf-17185,Luke Foster,2015,3,1
Lf-17185,Luke Foster,2017,12,1
Lh-16900,Lena Hernandez,2014,8,1
Lh-16900,Lena Hernandez,2015,12,1
Lh-17020,Lisa Hazard,2016,11,1
Lh-17020,Lisa Hazard,2017,5,1
Lh-17155,Logan Haushalter,2014,12,1
Lh-17155,Logan Haushalter,2015,6,1
Lh-17155,Logan Haushalter,2016,5,1
Lh-17155,Logan Haushalter,2016,11,1
Lh-17155,Logan Haushalter,2016,12,1
Ll-16840,Lauren Leatherbury,2014,4,1
Ll-16840,Lauren Leatherbury,2015,4,1
Lm-17065,Liz Mackendrick,2014,6,1
Lo-17170,Lori Olson,2017,5,1
Lo-17170,Lori Olson,2017,12,1
Lp-17080,Liz Pelletier,2014,6,1
Lp-17080,Liz Pelletier,2016,11,1
Lp-17080,Liz Pelletier,2017,11,1
Lp-17095,Liz Preis,2016,6,1
Lp-17095,Liz Preis,2017,1,1
Lr-16915,Lena Radford,2014,8,1
Lr-16915,Lena Radford,2015,11,1
Lr-16915,Lena Radford,2016,9,1
Lr-17035,Lisa Ryan,2016,9,1
Ls-16945,Linda Southworth,2016,7,1
Ls-16945,Linda Southworth,2017,7,1
Ls-16975,Lindsay Shagiari,2015,9,1
Ls-16975,Lindsay Shagiari,2016,11,1
Ls-16975,Lindsay Shagiari,2017,11,2
Ls-17200,Luke Schmidt,2014,10,1
Ls-17200,Luke Schmidt,2016,11,1
Ls-17230,Lycoris Saunders,2015,6,1
Ls-17230,Lycoris Saunders,2015,11,1
Ls-17245,Lynn Smith,2017,11,1
Lt-17110,Liz Thompson,2014,6,1
Lt-17110,Liz Thompson,2015,11,1
Lt-17110,Liz Thompson,2015,12,1
Lt-17110,Liz Thompson,2016,3,1
Lw-16825,Laurel Workman,2014,11,1
Lw-16825,Laurel Workman,2016,12,1
Lw-16990,Lindsay Williams,2016,5,1
Lw-16990,Lindsay Williams,2017,5,1
Lw-16990,Lindsay Williams,2017,6,1
Lw-16990,Lindsay Williams,2017,11,1
Lw-17125,Liz Willingham,2014,9,1
Lw-17125,Liz Willingham,2016,11,1
Lw-17215,Luke Weiss,2014,9,1
Lw-17215,Luke Weiss,2016,5,1
Ma-17560,Matt Abelman,2014,8,1
Ma-17560,Matt Abelman,2015,11,1
Ma-17560,Matt Abelman,2016,8,1
Ma-17995,Michelle Arnett,2016,11,1
Ma-17995,Michelle Arnett,2017,6,1
Mb-17305,Maria Bertelson,2014,8,1
Mb-17305,Maria Bertelson,2015,10,1
Mb-17305,Maria Bertelson,2016,11,1
Mb-17305,Maria Bertelson,2017,7,1
Mb-17305,Maria Bertelson,2017,10,1
Mb-18085,Mick Brown,2016,3,1
Mb-18085,Mick Brown,2017,11,1
Mc-17275,Marc Crier,2014,9,1
Mc-17275,Marc Crier,2015,3,1
Mc-17275,Marc Crier,2015,9,2
Mc-17275,Marc Crier,2016,3,1
Mc-17425,Mark Cousins,2015,11,1
Mc-17425,Mark Cousins,2016,7,2
Mc-17590,Matt Collister,2014,5,1
Mc-17590,Matt Collister,2014,11,1
Mc-17590,Matt Collister,2016,9,1
Mc-17605,Matt Connell,2014,3,1
Mc-17605,Matt Connell,2014,12,1
Mc-17605,Matt Connell,2015,11,1
Mc-17605,Matt Connell,2017,1,1
Mc-17605,Matt Connell,2017,5,1
Mc-17845,Michael Chen,2016,11,1
Mc-17845,Michael Chen,2016,12,1
Mc-17845,Michael Chen,2017,12,1
Mc-18100,Mick Crebagga,2014,12,1
Mc-18100,Mick Crebagga,2015,8,1
Mc-18100,Mick Crebagga,2015,12,2
Mc-18100,Mick Crebagga,2017,10,1
Mc-18100,Mick Crebagga,2017,11,1
Mc-18130,Mike Caudle,2016,12,1
Md-17350,Maribeth Dona,2014,11,1
Md-17350,Maribeth Dona,2016,9,1
Md-17350,Maribeth Dona,2017,3,1
Md-17350,Maribeth Dona,2017,5,1
Md-17860,Michael Dominguez,2014,12,1
Md-17860,Michael Dominguez,2017,5,1
Me-17320,Maria Etezadi,2014,1,1
Me-17320,Maria Etezadi,2016,3,1
Me-17320,Maria Etezadi,2017,6,1
Me-17320,Maria Etezadi,2017,11,2
Me-17725,Max Engle,2017,6,1
Me-17725,Max Engle,2017,12,1
Me-18010,Michelle Ellison,2014,7,1
Mf-17665,Maureen Fritzler,2016,1,1
Mf-17665,Maureen Fritzler,2016,7,1
Mf-17665,Maureen Fritzler,2016,11,1
Mf-18250,Monica Federle,2014,9,1
Mf-18250,Monica Federle,2015,3,1
Mf-18250,Monica Federle,2015,8,1
Mg-17650,Matthew Grinstein,2016,12,1
Mg-17650,Matthew Grinstein,2017,12,1
Mg-17680,Maureen Gastineau,2014,10,1
Mg-17680,Maureen Gastineau,2017,6,1
Mg-17680,Maureen Gastineau,2017,9,1
Mg-17875,Michael Grace,2015,6,1
Mg-17875,Michael Grace,2015,9,1
Mg-17890,Michael Granlund,2014,12,1
Mg-17890,Michael Granlund,2015,7,1
Mg-17890,Michael Granlund,2016,10,1
Mg-17890,Michael Granlund,2017,5,1
Mg-18145,Mike Gockenbach,2014,3,1
Mg-18145,Mike Gockenbach,2017,7,1
Mg-18205,Mitch Gastineau,2017,4,1
Mh-17290,Marc Harrigan,2016,6,1
Mh-17290,Marc Harrigan,2017,3,1
Mh-17290,Marc Harrigan,2017,9,1
Mh-17440,Mark Haberlin,2016,2,1
Mh-17455,Mark Hamilton,2014,12,1
Mh-17455,Mark Hamilton,2016,11,1
Mh-17455,Mark Hamilton,2016,12,1
Mh-17455,Mark Hamilton,2017,7,1
Mh-17620,Matt Hagelstein,2015,12,1
Mh-17785,Maya Herman,2014,5,1
Mh-17785,Maya Herman,2014,9,1
Mh-17785,Maya Herman,2014,11,1
Mh-18025,Michelle Huthwaite,2014,7,1
Mh-18025,Michelle Huthwaite,2015,7,1
Mh-18025,Michelle Huthwaite,2017,10,1
Mh-18025,Michelle Huthwaite,2017,11,1
Mh-18115,Mick Hernandez,2016,8,1
Mh-18115,Mick Hernandez,2017,3,1
Mh-18115,Mick Hernandez,2017,4,1
Mh-18115,Mick Hernandez,2017,5,1
Mk-17905,Michael Kennedy,2014,11,1
Mk-17905,Michael Kennedy,2016,5,1
Mk-17905,Michael Kennedy,2016,10,1
Ml-17395,Marina Lichtenstein,2014,5,1
Ml-17395,Marina Lichtenstein,2014,10,1
Ml-17395,Marina Lichtenstein,2017,2,1
Ml-17410,Maris Laware,2017,5,1
Ml-17410,Maris Laware,2017,7,1
Ml-17410,Maris Laware,2017,11,1
Ml-17755,Max Ludwig,2016,8,1
Ml-17755,Max Ludwig,2017,12,1
Ml-18040,Michelle Lonsdale,2017,3,1
Mm-17260,Magdelene Morse,2016,9,1
Mm-17260,Magdelene Morse,2017,2,1
Mm-17260,Magdelene Morse,2017,7,1
Mm-17920,Michael Moore,2015,1,1
Mm-17920,Michael Moore,2016,9,1
Mm-17920,Michael Moore,2016,12,1
Mm-18055,Michelle Moray,2014,5,1
Mm-18055,Michelle Moray,2015,11,1
Mm-18055,Michelle Moray,2017,7,1
Mm-18055,Michelle Moray,2017,9,1
Mm-18280,Muhammed Macintyre,2016,3,1
Mm-18280,Muhammed Macintyre,2017,9,1
Mn-17935,Michael Nguyen,2017,11,1
Mo-17500,Mary O'Rourke,2016,9,1
Mo-17500,Mary O'Rourke,2017,10,1
Mo-17800,Meg O'Connel,2015,11,1
Mo-17800,Meg O'Connel,2017,4,1
Mo-17800,Meg O'Connel,2017,6,1
Mo-17800,Meg O'Connel,2017,9,2
Mp-17470,Mark Packer,2014,3,1
Mp-17470,Mark Packer,2014,11,1
Mp-17470,Mark Packer,2015,10,1
Mp-17470,Mark Packer,2016,1,1
Mp-17965,Michael Paige,2015,4,1
Mp-17965,Michael Paige,2015,7,1
Mp-17965,Michael Paige,2016,12,1
Mp-17965,Michael Paige,2017,10,1
Mp-18175,Mike Pelletier,2014,3,1
Mp-18175,Mike Pelletier,2014,11,1
Mp-18175,Mike Pelletier,2015,11,1
Mp-18175,Mike Pelletier,2016,12,1
Mp-18175,Mike Pelletier,2017,2,1
Mp-18175,Mike Pelletier,2017,12,1
Mr-17545,Mathew Reese,2014,10,1
Ms-17365,Maribeth Schnelling,2015,3,1
Ms-17365,Maribeth Schnelling,2015,12,2
Ms-17365,Maribeth Schnelling,2016,11,1
Ms-17530,Marybeth Skach,2014,11,1
Ms-17530,Marybeth Skach,2015,11,1
Ms-17530,Marybeth Skach,2016,10,1
Ms-17710,Maurice Satty,2014,3,1
Ms-17710,Maurice Satty,2014,4,1
Ms-17710,Maurice Satty,2016,5,1
Ms-17770,Maxwell Schwartz,2016,8,1
Ms-17830,Melanie Seite,2015,12,1
Ms-17830,Melanie Seite,2016,10,1
Ms-17980,Michael Stewart,2017,12,1
Mt-17815,Meg Tillman,2016,7,1
Mt-18070,Michelle Tran,2014,9,1
Mt-18070,Michelle Tran,2017,6,1
Mv-17485,Mark Van Huff,2014,1,1
Mv-17485,Mark Van Huff,2015,6,1
Mv-17485,Mark Van Huff,2017,2,1
Mv-17485,Mark Van Huff,2017,3,1
Mv-17485,Mark Van Huff,2017,12,1
Mv-18190,Mike Vittorini,2016,6,1
Mw-18220,Mitch Webber,2014,9,1
My-17380,Maribeth Yedwab,2016,5,1
My-17380,Maribeth Yedwab,2017,10,1
My-18295,Muhammed Yedwab,2014,11,1
My-18295,Muhammed Yedwab,2016,3,1
My-18295,Muhammed Yedwab,2016,10,1
My-18295,Muhammed Yedwab,2016,12,1
Mz-17335,Maria Zettner,2016,10,1
Mz-17335,Maria Zettner,2017,11,1
Mz-17515,Mary Zewe,2016,6,1
Nb-18580,Nicole Brennan,2014,10,1
Nb-18655,Nona Balk,2016,9,1
Nb-18655,Nona Balk,2016,10,1
Nb-18655,Nona Balk,2017,11,1
Nc-18415,Nathan Cano,2016,10,1
Nc-18415,Nathan Cano,2017,11,1
Nc-18535,Nick Crebassa,2014,8,1
Nc-18535,Nick Crebassa,2017,4,1
Nc-18625,Noah Childs,2016,10,1
Nd-18370,Natalie Decherney,2014,1,1
Nd-18370,Natalie Decherney,2015,7,1
Nd-18460,Neil Ducich,2014,9,1
Nf-18385,Natalie Fritzler,2014,2,1
Nf-18385,Natalie Fritzler,2015,12,1
Nf-18385,Natalie Fritzler,2016,9,1
Nf-18385,Natalie Fritzler,2017,7,1
Nf-18385,Natalie Fritzler,2017,8,1
Nf-18385,Natalie Fritzler,2017,10,1
Nf-18595,Nicole Fjeld,2014,4,1
Nf-18595,Nicole Fjeld,2014,9,1
Nf-18595,Nicole Fjeld,2015,3,1
Nf-18595,Nicole Fjeld,2015,4,1
Ng-18355,Nat Gilpin,2015,9,1
Ng-18355,Nat Gilpin,2017,8,1
Nh-18610,Nicole Hansen,2017,4,1
Nl-18310,Nancy Lomonaco,2015,8,1
Nl-18310,Nancy Lomonaco,2017,11,1
Nm-18445,Nathan Mautz,2014,2,1
Nm-18445,Nathan Mautz,2014,4,1
Nm-18445,Nathan Mautz,2014,11,1
Nm-18445,Nathan Mautz,2015,5,1
Nm-18520,Neoma Murray,2015,9,1
Nm-18520,Neoma Murray,2015,12,1
Nm-18520,Neoma Murray,2016,1,1
Nm-18520,Neoma Murray,2016,12,1
Np-18325,Naresj Patel,2014,6,1
Np-18325,Naresj Patel,2014,7,1
Np-18325,Naresj Patel,2015,8,1
Np-18670,Nora Paige,2017,10,1
Np-18685,Nora Pelletier,2015,5,1
Np-18700,Nora Preis,2014,12,1
Np-18700,Nora Preis,2016,8,1
Nr-18550,Nick Radford,2014,6,1
Nr-18550,Nick Radford,2016,5,1
Nr-18550,Nick Radford,2016,10,1
Nr-18550,Nick Radford,2017,6,1
Ns-18505,Neola Schneider,2017,1,1
Ns-18505,Neola Schneider,2017,10,1
Ns-18640,Noel Staavos,2014,6,1
Ns-18640,Noel Staavos,2015,10,1
Ns-18640,Noel Staavos,2015,11,1
Ns-18640,Noel Staavos,2016,2,1
Ns-18640,Noel Staavos,2016,12,2
Nw-18400,Natalie Webber,2014,6,1
Nw-18400,Natalie Webber,2015,5,1
Nw-18400,Natalie Webber,2015,9,1
Nw-18400,Natalie Webber,2015,11,1
